team,logo
Abilene Christian,https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png
Air Force,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
Akron,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png
Alabama A&M,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png
Alabama State,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png
Alaska Anchorage,https://a.espncdn.com/i/teamlogos/ncaa/500/1.png
Albany,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png
Alcorn State,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png
American University,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png
Appalachian State,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png
Arizona Christian,https://a.espncdn.com/i/teamlogos/ncaa/500/3188.png
Arizona State,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png
Arkansas,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png
Arkansas State,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
Arkansas-Monticello,NA
Arkansas-Pine Bluff,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png
Army,https://a.espncdn.com/i/teamlogos/ncaa/500/349.png
Auburn,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png
Austin Peay,https://a.espncdn.com/i/teamlogos/ncaa/500/2046.png
Ave Maria,NA
Avila,NA
Ball State,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
Baylor,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png
Bellarmine,https://a.espncdn.com/i/teamlogos/ncaa/500/91.png
Belmont,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png
Benedictine College,NA
Bethune-Cookman,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png
Binghamton,https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png
Birmingham-Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/3.png
Boise State,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png
Boston College,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png
Boston University,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png
Bowling Green,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png
Bradley,https://a.espncdn.com/i/teamlogos/ncaa/500/71.png
BRIAR CLIFF,NA
Brown,https://a.espncdn.com/i/teamlogos/ncaa/500/225.png
Bryant,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png
Bucknell,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png
Buffalo,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
Butler,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png
BYU,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png
Cal Poly,https://a.espncdn.com/i/teamlogos/ncaa/500/13.png
California,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png
California Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2856.png
Campbell,https://a.espncdn.com/i/teamlogos/ncaa/500/2097.png
Canisius,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png
Carver College,NA
Centenary Louisiana,https://a.espncdn.com/i/teamlogos/ncaa/500/2113.png
Central Arkansas,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png
Central Connecticut,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png
Central Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
Chaminade,NA
Champion Christian College,NA
Charleston,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png
Charleston Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/2127.png
Charlotte,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
Chattanooga,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png
Chicago State,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png
Cincinnati,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png
Claflin,NA
Clemson,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png
Cleveland State,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png
Coastal Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png
Colgate,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png
Colorado,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png
Colorado State,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png
Columbia,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png
Concordia University-St. Paul,NA
Coppin State,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png
Cornell,https://a.espncdn.com/i/teamlogos/ncaa/500/172.png
Creighton,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png
CS Monterey Bay,NA
CSU Bakersfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png
CSU Fullerton,https://a.espncdn.com/i/teamlogos/ncaa/500/2239.png
CSU Northridge,https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png
Dallas University,NA
Dartmouth,https://a.espncdn.com/i/teamlogos/ncaa/500/159.png
Davidson,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png
Dayton,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png
Delaware,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png
Delaware State,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png
Denver,https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png
DePaul,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png
Detroit Mercy,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png
District of Columbia,NA
Dixie State,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png
Dominican Cal,NA
Drake,https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png
Drexel,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png
Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png
Duquesne,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png
East Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png
East Tennessee State,https://a.espncdn.com/i/teamlogos/ncaa/500/2193.png
Eastern Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png
Eastern Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png
Eastern Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
Eastern Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png
Elon,https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png
Evansville,https://a.espncdn.com/i/teamlogos/ncaa/500/339.png
Fairfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png
Fairleigh Dickinson,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png
Florida,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png
Florida A&M,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png
Florida Atlantic,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
Florida Gulf Coast,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png
Florida International,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
Florida National,NA
Florida State,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png
Fordham,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png
Fresno State,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png
Furman,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png
Gardner-Webb,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png
George Mason,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png
George Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png
Georgetown,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png
Georgia,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png
Georgia Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png
Georgia State,https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
Georgia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png
Gonzaga,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png
Grambling,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png
Grand Canyon,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png
Green Bay,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png
Grinnell,NA
Hampton,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png
Hartford,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png
Harvard,https://a.espncdn.com/i/teamlogos/ncaa/500/108.png
Hawai'i,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png
Hawaii Pacific,NA
Hawaii-Hilo,NA
High Point,https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png
Hofstra,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png
Holy Cross,https://a.espncdn.com/i/teamlogos/ncaa/500/107.png
Houston,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png
Houston Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png
Howard,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png
Humboldt State,NA
Huntingdon,NA
Huston-Tillotson,NA
Idaho,https://a.espncdn.com/i/teamlogos/ncaa/500/70.png
Idaho State,https://a.espncdn.com/i/teamlogos/ncaa/500/304.png
Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png
Illinois State,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png
Incarnate Word,https://a.espncdn.com/i/teamlogos/ncaa/500/2916.png
Indiana,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png
Indiana State,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png
Iona,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png
Iowa,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
Iowa State,https://a.espncdn.com/i/teamlogos/ncaa/500/66.png
IUPUI,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png
Jackson State,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png
Jacksonville,https://a.espncdn.com/i/teamlogos/ncaa/500/294.png
Jacksonville State,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png
James Madison,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png
Johnson & Wales (CO),NA
Kansas,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
Kansas City,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png
Kansas State,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png
Kennesaw State,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png
Kent State,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png
La Salle,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png
La Sierra University,NA
Lafayette,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png
Lamar,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png
Lehigh,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png
Liberty,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
Lipscomb,https://a.espncdn.com/i/teamlogos/ncaa/500/288.png
Little Rock,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png
Long Beach State,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png
Long Island University,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png
Longwood,https://a.espncdn.com/i/teamlogos/ncaa/500/2344.png
Louisiana,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png
Louisiana College,NA
Louisiana Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
Louisville,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png
Loyola (MD),https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png
Loyola Chicago,https://a.espncdn.com/i/teamlogos/ncaa/500/2350.png
Loyola Marymount,https://a.espncdn.com/i/teamlogos/ncaa/500/2351.png
LSU,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png
LSU Alexandria,NA
Maine,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png
Manhattan,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png
Marist,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png
Marquette,https://a.espncdn.com/i/teamlogos/ncaa/500/269.png
Marshall,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png
Maryland,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png
Maryland-Eastern Shore,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png
McMurry,NA
McNeese,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png
Memphis,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png
Mercer,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png
Merrimack,https://a.espncdn.com/i/teamlogos/ncaa/500/2771.png
Metro State,NA
Miami,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
Miami (OH),https://a.espncdn.com/i/teamlogos/ncaa/500/193.png
Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png
Michigan State,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png
Mid-Atlantic Christian University,NA
Middle Tennessee,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
Milwaukee,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png
Minnesota,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png
Mississippi College,NA
Mississippi State,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png
Mississippi Valley State,https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png
Missouri,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png
Missouri State,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png
Monmouth,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png
Montana,https://a.espncdn.com/i/teamlogos/ncaa/500/149.png
Montana State,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png
Montreat College,https://a.espncdn.com/i/teamlogos/ncaa/500/2410.png
Morehead State,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png
Morehouse College,https://a.espncdn.com/i/teamlogos/ncaa/500/60.png
Morgan State,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png
Mount St. Mary's,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png
Murray State,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png
Navy,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
NC State,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png
Nebraska,https://a.espncdn.com/i/teamlogos/ncaa/500/158.png
Nevada,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
New Hampshire,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png
New Mexico,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png
New Mexico State,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png
New Orleans,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png
Niagara,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png
Nicholls,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png
NJIT,https://a.espncdn.com/i/teamlogos/ncaa/500/2885.png
Norfolk State,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png
North Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png
North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png
North Carolina A&T,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png
North Carolina Central,https://a.espncdn.com/i/teamlogos/ncaa/500/2428.png
North Dakota,https://a.espncdn.com/i/teamlogos/ncaa/500/155.png
North Dakota State,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png
North Florida,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png
North Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png
Northeastern,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png
Northern Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png
Northern Colorado,https://a.espncdn.com/i/teamlogos/ncaa/500/2458.png
Northern Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
Northern Iowa,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png
Northern Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/94.png
Northern New Mexico,https://a.espncdn.com/i/teamlogos/ncaa/500/3141.png
Northwestern,https://a.espncdn.com/i/teamlogos/ncaa/500/77.png
Northwestern State,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png
Northwood University,NA
Notre Dame,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png
Oakland,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png
Ohio,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png
Ohio State,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png
Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png
Oklahoma State,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png
Old Dominion,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png
Ole Miss,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png
Omaha,https://a.espncdn.com/i/teamlogos/ncaa/500/2437.png
Oral Roberts,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png
Oregon,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png
Oregon State,https://a.espncdn.com/i/teamlogos/ncaa/500/204.png
Pacific,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png
Penn State,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png
Pennsylvania,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png
Pensacola Christian College,NA
Pepperdine,https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png
Pittsburgh,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png
Portland,https://a.espncdn.com/i/teamlogos/ncaa/500/2501.png
Portland State,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png
Prairie View A&M,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png
Presbyterian,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png
Princeton,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png
Providence,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png
Purdue,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png
Purdue Fort Wayne,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png
Queens NC,NA
Quinnipiac,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png
Radford,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png
Rhode Island,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png
Rice,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png
Richmond,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png
Rider,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png
Robert Morris,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png
Rochester University (MI),NA
Rowan University,https://a.espncdn.com/i/teamlogos/ncaa/500/2827.png
Rutgers,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png
Sacramento State,https://a.espncdn.com/i/teamlogos/ncaa/500/16.png
Sacred Heart,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png
Saginaw Valley,https://a.espncdn.com/i/teamlogos/ncaa/500/129.png
Saint Joseph's,https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png
Saint Louis,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png
Saint Mary's,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png
Saint Peter's,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png
Sam Houston,https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png
Samford,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png
San Diego,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png
San Diego State,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png
San Francisco,https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png
San José State,https://a.espncdn.com/i/teamlogos/ncaa/500/23.png
Santa Clara,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png
Savannah State,https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png
SE Louisiana,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png
Seattle U,https://a.espncdn.com/i/teamlogos/ncaa/500/2547.png
Seton Hall,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png
Siena,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png
SIU Edwardsville,https://a.espncdn.com/i/teamlogos/ncaa/500/2565.png
SMU,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png
South Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png
South Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png
South Carolina State,https://a.espncdn.com/i/teamlogos/ncaa/500/2569.png
South Carolina Upstate,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png
South Dakota,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png
South Dakota State,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png
South Florida,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png
Southeast Missouri State,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png
Southeastern,NA
Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png
Southern Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/79.png
Southern Miss,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
Southern Utah,https://a.espncdn.com/i/teamlogos/ncaa/500/253.png
Southwest,NA
Southwestern,NA
St. Bonaventure,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png
St. Francis (BKN),https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png
St. Francis (PA),https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png
St. John's,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png
St. Thomas - Minnesota,https://a.espncdn.com/i/teamlogos/ncaa/500/2900.png
St. Thomas (TX),NA
Stanford,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png
Stephen F. Austin,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png
Stetson,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png
Stony Brook,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png
Syracuse,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png
Tarleton,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png
TBD,NA
TCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
Temple,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png
Tennessee,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
Tennessee State,https://a.espncdn.com/i/teamlogos/ncaa/500/2634.png
Tennessee Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png
Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png
Texas A&M,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png
Texas A&M-CC,https://a.espncdn.com/i/teamlogos/ncaa/500/357.png
Texas Southern,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png
Texas State,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png
Texas Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
Texas Wesleyan,NA
The Citadel,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png
Toledo,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
Towson,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png
Trine University,NA
Trinity University (TX),NA
Troy,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
Tulane,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
Tulsa,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png
UAB,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png
UC Davis,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png
UC Irvine,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png
UC Riverside,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png
UC San Diego,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png
UC Santa Barbara,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png
UCF,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png
UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png
UIC,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png
UL Monroe,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
UMass,https://a.espncdn.com/i/teamlogos/ncaa/500/113.png
UMass Lowell,https://a.espncdn.com/i/teamlogos/ncaa/500/2349.png
UMBC,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png
UNC Asheville,https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png
