team,logo
UNC Greensboro,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png
UNC Wilmington,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png
UNLV,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
USC,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png
UT Arlington,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png
UT Martin,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png
UT Rio Grande Valley,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png
Utah,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png
Utah State,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png
Utah Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png
Utah Valley,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png
UTEP,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
UTSA,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
UVI,NA
Valparaiso,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png
Vanderbilt,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png
VCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png
Vermont,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png
Victory University,NA
Villanova,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png
Virginia,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png
Virginia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png
VMI,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png
Wagner,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png
Wake Forest,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png
Washburn,NA
Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png
Washington State,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png
Webber International,NA
Weber State,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png
West Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/2695.png
West Virginia,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png
Western Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png
Western Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png
Western Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png
Western Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
Western New Mexico,NA
Westmont,NA
Wichita State,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png
William & Mary,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png
Winthrop,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png
Wisconsin,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png
Wofford,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png
Wright State,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png
Wyoming,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
Xavier,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png
Yale,https://a.espncdn.com/i/teamlogos/ncaa/500/43.png
Youngstown State,https://a.espncdn.com/i/teamlogos/ncaa/500/2754.png
Academy Of Art University,NA
Adams State,NA
Adrian College,NA
Alabama-Huntsville,NA
Albany State (GA),NA
Albertus Magnus,NA
Albion College,https://a.espncdn.com/i/teamlogos/ncaa/500/2790.png
Albright College,NA
Alfred State,NA
Alice Lloyd,NA
Allen University,NA
Alma College,NA
American International,https://a.espncdn.com/i/teamlogos/ncaa/500/2022.png
Anderson (IN),https://a.espncdn.com/i/teamlogos/ncaa/500/2023.png
Anderson (SC),NA
Angelo State University,NA
Antelope Valley,NA
Aquinas College,NA
Arcadia University,NA
Arkansas Baptist,NA
Arkansas Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2033.png
Arkansas-Fort Smith,NA
Arlington Baptist,NA
Asbury College,NA
Ashland University,NA
Auburn Montgomery,NA
Augustana (IL),NA
Aurora University,NA
Austin College,NA
Averett,NA
Babson,NA
Bacone,NA
Baker University,NA
Baptist Bible College (MO),NA
Baptist Bible College (PA),NA
Barber Scotia,NA
Barclay College,NA
Barry University,NA
Baruch College,NA
Belhaven,NA
Bellevue University,NA
Belmont Abbey,NA
Bemidji State,https://a.espncdn.com/i/teamlogos/ncaa/500/132.png
Benedict College,NA
Benedictine (AZ),NA
Benedictine University,NA
Berea College,NA
Berry College,NA
Bethany College (CA),NA
Bethany College (KS),NA
Bethany College (WV),NA
Bethel (IN),NA
Bethel College (TN),https://a.espncdn.com/i/teamlogos/ncaa/500/2064.png
Bethesda University,NA
Biola,NA
Black Hills State,https://a.espncdn.com/i/teamlogos/ncaa/500/2069.png
Bloomsburg University,https://a.espncdn.com/i/teamlogos/ncaa/500/2071.png
Blue Mountain College,NA
Bluefield College,NA
Bluefield State,NA
Bluffton University,NA
Bob Jones University,https://a.espncdn.com/i/teamlogos/ncaa/500/3243.png
Bowie State,NA
Boyce,NA
Brescia University,NA
Brevard College,NA
Brewton-Parker,NA
Bridgewater College (VA),https://a.espncdn.com/i/teamlogos/ncaa/500/2079.png
Bristol University,NA
Bryan College,NA
Bryn Athyn,NA
Buena Vista,https://a.espncdn.com/i/teamlogos/ncaa/500/63.png
Buffalo State,NA
Bushnell University,NA
BYU Hawaii,NA
Cabrini College,NA
Cairn University,NA
Cal State East Bay,NA
Cal State San Marcos,NA
Cal State-Los Angeles,NA
Cal Tech,NA
Caldwell University,https://a.espncdn.com/i/teamlogos/ncaa/500/2857.png
California Lutheran,NA
California Maritime,NA
California Merced,NA
Calumet College,NA
Calvary,NA
Calvin University,NA
Cameron University,NA
Campbellsville,NA
Campbellsville-Harrodsburg,NA
Capital (OH),NA
Cardinal Stritch,NA
Carlow University,NA
Carnegie Mellon,NA
Carolina University,NA
Carroll College (MT),https://a.espncdn.com/i/teamlogos/ncaa/500/2104.png
Carson Newman,NA
Case Western Reserve,NA
Catawba,NA
Catholic University DC,NA
Cedarville,https://a.espncdn.com/i/teamlogos/ncaa/500/2109.png
Centenary College (NJ),NA
Central Baptist College,NA
Central Christian College,NA
Central Methodist,NA
Central Oklahoma,NA
Central Pennsylvania College,NA
Central State (OH),NA
Central Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/2120.png
Centre College,NA
Chadron State,NA
Chapman University,NA
Chatham University,NA
Chestnut Hill College,NA
Cheyney University,NA
Chicago,NA
Chowan,https://a.espncdn.com/i/teamlogos/ncaa/500/2804.png
Christendom,NA
Cincinnati Christian,NA
Cincinnati Clermont,NA
City College (NY),NA
Clarion,https://a.espncdn.com/i/teamlogos/ncaa/500/2134.png
Clayton State,NA
Clearwater Christian,NA
Coe College,NA
Coker College,NA
Colby College,https://a.espncdn.com/i/teamlogos/ncaa/500/33.png
College of Coastal Georgia,NA
College of Faith,NA
College of Idaho,NA
Colorado at Colorado Springs,https://a.espncdn.com/i/teamlogos/ncaa/500/2145.png
Colorado Christian,NA
Colorado College,https://a.espncdn.com/i/teamlogos/ncaa/500/2144.png
Colorado State-Pueblo,NA
Columbia International,NA
Columbus State,NA
Concord University,https://a.espncdn.com/i/teamlogos/ncaa/500/2148.png
Concordia (MI),NA
Concordia College (AL),NA
Concordia College (MN),NA
Concordia College (NE),NA
Concordia Illinois,NA
Concordia Oregon,NA
Concordia Texas,NA
Concordia University (WI),NA
Concordia University Irvine,NA
Connecticut College,NA
Converse,NA
Corban University,https://a.espncdn.com/i/teamlogos/ncaa/500/3106.png
Cornell College Iowa,NA
Cornerstone University,NA
Covenant College,NA
Crossroads College,NA
Crowley's Ridge College,NA
Crown College,NA
CSU Dominguez Hills,NA
CSU San Bernardino,NA
Culver-Stockton,NA
Cumberland College (KY),NA
Cumberland University (TN),NA
Curry College,NA
Dakota State,https://a.espncdn.com/i/teamlogos/ncaa/500/512.png
Dallas Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2164.png
Dallas Christian,NA
Dalton State,NA
Daniel Webster,NA
Davenport University,https://a.espncdn.com/i/teamlogos/ncaa/500/3092.png
Davis & Elkins,NA
Dean,NA
Defiance,NA
Delta State,https://a.espncdn.com/i/teamlogos/ncaa/500/2170.png
Denison,https://a.espncdn.com/i/teamlogos/ncaa/500/2171.png
DePauw,NA
DeSales,NA
Dickinson PA,NA
Dickinson State,NA
Dillard,NA
Doane,NA
Dominican (IL),NA
Dowling,NA
Dubuque,NA
Earlham,NA
East Central,NA
East Mennonite,NA
East Texas Baptist,NA
East-West University,NA
Eastern Nazarene Col,NA
Eastern New Mexico,NA
Eastern Oregon,NA
Eastern University,https://a.espncdn.com/i/teamlogos/ncaa/500/2196.png
Ecclesia College,NA
Eckerd College,NA
Edinboro,https://a.espncdn.com/i/teamlogos/ncaa/500/2205.png
Edward Waters,NA
Elizabeth City,NA
Elizabethtown,NA
Elmhurst,NA
Elmira,https://a.espncdn.com/i/teamlogos/ncaa/500/347.png
Elms College,NA
Embry-Riddle,NA
Embry-Riddle (AZ),NA
Emerson College,NA
Emmanuel,NA
Emory,NA
Emory & Henry,NA
Emporia State,NA
Erskine,NA
Eureka College,NA
Evangel,NA
Evergreen State,NA
Fairmont State,NA
Faith Baptist,NA
Farmingdale State,NA
Fayetteville State,NA
FDU-Florham,NA
Ferris State,https://a.espncdn.com/i/teamlogos/ncaa/500/2222.png
Ferrum,NA
Findlay,NA
Fisher College,NA
Fisk,NA
Flagler,https://a.espncdn.com/i/teamlogos/ncaa/500/2228.png
Florida College,NA
Florida Memorial,NA
Florida Southern,NA
Florida Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/53.png
Fontbonne College,NA
Fort Hays State,NA
Fort Valley State,NA
Francis Marion,NA
Franciscan University,NA
Franklin,NA
Franklin Pierce,https://a.espncdn.com/i/teamlogos/ncaa/500/144.png
Fredonia State,NA
Freed-Hardeman,NA
Fresno Pacific,NA
Frostburg State,NA
Ft. Lewis,NA
Gallaudet University,NA
Gannon,https://a.espncdn.com/i/teamlogos/ncaa/500/367.png
Geneva,NA
George Fox,NA
Georgetown (KY),https://a.espncdn.com/i/teamlogos/ncaa/500/2245.png
Georgia College,NA
Georgia Southwestern,NA
Georgian Court,NA
Gettysburg,NA
Glenville State,NA
Gordon College,NA
Goshen College,NA
Goucher,NA
Governors State,NA
Grace,NA
Grace Bible College,NA
Graceland University,https://a.espncdn.com/i/teamlogos/ncaa/500/530.png
Greensboro,NA
Greenville,NA
Guilford,NA
Gwynedd-Mercy College,NA
Hampden-Sydney,NA
Hannibal-LaGrange,NA
Hanover,NA
Hardin-Simmons,NA
Harding,https://a.espncdn.com/i/teamlogos/ncaa/500/2264.png
Harris Stowe,NA
Harrisburg,NA
Hartwick,NA
Haskell,NA
Hastings College,NA
Haverford,NA
Heidelberg,NA
Henderson State,https://a.espncdn.com/i/teamlogos/ncaa/500/2271.png
Hendrix College,NA
Hillsdale,NA
Hiram,NA
Hiwassee College,NA
Holy Family,NA
Holy Names,https://a.espncdn.com/i/teamlogos/ncaa/500/2868.png
Hood College,NA
Hope,NA
Hope International,NA
Houghton College,NA
Howard Payne,NA
Illinois Tech,NA
Illinois Wesleyan,NA
Illinois-Springfield,NA
Immaculata,NA
Indiana South Bend,NA
INDIANA TECH,NA
Indiana-East,NA
Indianapolis,NA
Iowa Wesleyan,NA
IU-Kokomo,NA
IU-Northwest,NA
Jamestown,NA
Jarvis Christian,NA
John Brown,https://a.espncdn.com/i/teamlogos/ncaa/500/2301.png
John Carroll,NA
John Jay College of Criminal Justice ,NA
Johnson & Wales (FL),NA
Johnson & Wales (NC),NA
Johnson & Wales (RI),NA
Johnson C. Smith,NA
Johnson University (FL),NA
Johnson University (TN),NA
Judson College,NA
Kalamazoo,NA
Kansas Christian,NA
Kean,NA
Keene State,NA
Keiser,NA
Kentucky Christian,NA
Kentucky State,https://a.espncdn.com/i/teamlogos/ncaa/500/2310.png
Kenyon,NA
Keuka,NA
King College TN,NA
Knox,NA
KY Wesleyan,NA
La Plume,NA
La Verne,NA
LaGrange College,NA
Lake Erie College,NA
Lakeland,NA
Lancaster Bible College,NA
Lander,NA
Langston,NA
Laroche,NA
Lawrence Tech,NA
Le Moyne,NA
Le Moyne-Owen,NA
Le Tourneau,https://a.espncdn.com/i/teamlogos/ncaa/500/2326.png
Leb,NA
Lee University,NA
Lees McRae,NA
Lenoir Rhyne,https://a.espncdn.com/i/teamlogos/ncaa/500/2331.png
Lesley University,NA
Lewis,NA
Lewis & Clark,NA
Lewis Clark State,https://a.espncdn.com/i/teamlogos/ncaa/500/2334.png
Life Pacific,NA
Life University,NA
Limestone,NA
Lincoln (MO),NA
Lincoln Christian,NA
Lincoln PA,NA
Lincoln University (CA),NA
Lindenwood,https://a.espncdn.com/i/teamlogos/ncaa/500/2815.png
Lindsey Wilson College,NA
Linfield College,NA
Loras,NA
Lourdes,NA
Loyola New Orleans,NA
LSU Shreveport,NA
Lubbock Christian,NA
Luther,NA
Lynchburg,NA
Lyndon State College,NA
Lyon,NA
MacMurray College,NA
Madonna,NA
Maine Maritime Academy,NA
Maine-Farmington,NA
Maine-Fort Kent,NA
Maine-Machias,NA
Maine-Presque Isle,NA
Malone University,NA
Manchester,NA
Manhattanville,NA
Mansfield,NA
Marian,NA
Marietta,NA
Mars Hill,https://a.espncdn.com/i/teamlogos/ncaa/500/2369.png
Mary Baldwin,NA
Mary Hardin-Baylor,NA
Mary Washington,NA
Marygrove College,NA
Marymount VA,NA
Maryville TN,NA
Maryville University,NA
Marywood,NA
Massachusetts College,NA
Masters College,NA
Mayville State,NA
McGill University,NA
McKendree,NA
McPherson College,NA
Medaille College,NA
Medgar Evers,NA
Menlo,NA
Mercy,NA
Mercyhurst,https://a.espncdn.com/i/teamlogos/ncaa/500/2385.png
Mesa College,NA
Messiah,NA
Methodist,NA
Miami-Hamilton,NA
Michigan Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2392.png
Michigan-Dearborn,NA
Mid-America Christian,NA
Mid-Continent Colleg,https://a.espncdn.com/i/teamlogos/ncaa/500/564.png
Middle Georgia State,NA
Midland University,NA
Midway,NA
Midwestern State,NA
Miles,NA
Millersville,https://a.espncdn.com/i/teamlogos/ncaa/500/210.png
Milligan,NA
Millikin,NA
Millsaps,NA
Milwaukee School Of Engineering,NA
Minn Crookston,NA
Minnesota Duluth,https://a.espncdn.com/i/teamlogos/ncaa/500/134.png
Minnesota-Morris,NA
Minot State,NA
Misericordia,NA
Missouri Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2880.png
Missouri Science & Technology,NA
Missouri Southern State,NA
Missouri Valley,NA
Missouri Western State,NA
Missouri-St. Louis,NA
MIT,NA
Mitchell College,NA
Mobile,NA
Molloy,NA
Mont St Billings,https://a.espncdn.com/i/teamlogos/ncaa/500/2407.png
Montana State-Northern,https://a.espncdn.com/i/teamlogos/ncaa/500/569.png
Montana Tech,NA
Montana-Western,https://a.espncdn.com/i/teamlogos/ncaa/500/2701.png
Montevallo,NA
Moravian,NA
Morris College,NA
Mount Aloysius,NA
Mount Ida College,NA
Mount Marty,NA
Mount Olive,NA
Mount St. Joseph,NA
Mount St. Mary,NA
Mount St. Vincent,NA
Mount Vernon Nazarene,NA
Mrsvl,NA
Muhlenberg,https://a.espncdn.com/i/teamlogos/ncaa/500/2422.png
Multnomah,NA
Muskingum,NA
Nazareth,NA
NC Pembroke,NA
NC Wesleyan,NA
Nebraska Christian,NA
Nebraska Kearney,NA
Nebraska Wesleyan,NA
Neumann,NA
New England,NA
New Hope Christian College,NA
New Jersey,NA
New Mexico Highlands,https://a.espncdn.com/i/teamlogos/ncaa/500/2424.png
New Rochelle,NA
New York City Techni,NA
New York Institute of Technology,NA
Newberry,NA
Newbury College,NA
Newman,NA
Newport News Apprentice,NA
Nichols College,NA
North Central (MN),NA
North Georgia,NA
North Greenville,NA
North Park,NA
Northeastern State,NA
Northern Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/128.png
Northland College,NA
Northwest Indian,NA
Northwest University,NA
Northwestern Ohio,NA
Northwood,https://a.espncdn.com/i/teamlogos/ncaa/500/2886.png
Notre Dame College,https://a.espncdn.com/i/teamlogos/ncaa/500/587.png
Notre Dame de Namur,NA
Nova Southeast,NA
NVU-Lyndon,NA
NW Missouri State,https://a.espncdn.com/i/teamlogos/ncaa/500/138.png
NW Nazarene,NA
NW Oklahoma St,NA
Nyack College,https://a.espncdn.com/i/teamlogos/ncaa/500/428.png
Oak Hills Christian,NA
Oakland City,NA
Oakwood,NA
Oberlin College,NA
Occidental,NA
Oglethorpe,NA
Ohio Christian,NA
Ohio Dominican,https://a.espncdn.com/i/teamlogos/ncaa/500/2477.png
Ohio Midwestern,NA
Ohio Northern,NA
Ohio Valley,NA
Ohio Wesleyan,NA
Ohio-Chillicothe,NA
Oklahoma Baptist,NA
Oklahoma Christian,NA
Olivet College,NA
Olivet Nazarene,NA
Oneonta State,NA
Open Bible,NA
Oregon Tech,NA
Oswego State,NA
Ottawa,NA
Ottawa University Arizona,NA
Ouachita Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2888.png
Our Lady of the Lake,NA
Pace,NA
Pacific Lutheran,NA
Pacific Oregon,NA
Pacific Union,NA
Pacifica College,NA
Paine,NA
Palm Beach Atlantic,NA
Panhandle State,NA
Park University,NA
Paul Quinn,NA
Penn St Mont Alto,NA
Penn St-Behrend,NA
Penn State Abington,NA
Penn State Altoona,NA
Penn State Brandywine,NA
Penn State Wilkes-Barre,NA
Penn State-Alleghany,NA
Penn State-York,NA
Peru State College,NA
Pfeiffer,NA
Philadelphia Biblical,NA
Philadelphia Sciences,NA
Philadelphia Univers,NA
Philander Smith,NA
Piedmont,NA
Pikeville,NA
Pine Manor,NA
Pittsburgh-Bradford,NA
Pnbea,NA
Point,NA
Point Loma,NA
Point Park,NA
Polytechnic,NA
Polytechnic University,NA
Pomona Pitzer,NA
Portland Bible,NA
Presentation College,NA
Providence (MT),NA
Puget Sound,NA
Purdue Northwest,https://a.espncdn.com/i/teamlogos/ncaa/500/368.png
Purdue-North Central,NA
Queens College,NA
Quincy,NA
Randall University,NA
Randolph College,NA
Redlands,https://a.espncdn.com/i/teamlogos/ncaa/500/29.png
Regent University,NA
Regis College,NA
Regis Univ,NA
Reinhardt,NA
Rhode Island College,NA
Rhodes College,NA
Rio Grande,NA
Rivier,NA
Roanoke,NA
Robert Morris-Springfield (IL),NA
Rockford University,NA
Rockhurst,NA
Rocky Mountain,NA
Rogers State,NA
Roosevelt,NA
Rosemont College,NA
Rust,NA
Rutgers-Camden,NA
Rutgers-Newark,NA
Ryerson,NA
SAGU American Indian College,NA
Saint Mary,NA
Salem University,NA
Salisbury,NA
Salve Regina,NA
San Diego Christian,https://a.espncdn.com/i/teamlogos/ncaa/500/3096.png
San Francisco State,NA
Sarah Lawrence,NA
Schreiner,NA
SE Oklahoma State,NA
Selma,NA
Seton Hill,NA
Sewanee,NA
Shawnee State,NA
Shenandoah,https://a.espncdn.com/i/teamlogos/ncaa/500/2828.png
Shorter,https://a.espncdn.com/i/teamlogos/ncaa/500/2560.png
Siena Heights,NA
Silver Lake College,NA
Simon Fraser,NA
Simpson College,NA
Simpson University,NA
Sioux Falls,NA
Skidmore,https://a.espncdn.com/i/teamlogos/ncaa/500/2566.png
Slippery Rock,https://a.espncdn.com/i/teamlogos/ncaa/500/215.png
Sonoma State,NA
South Dakota School of Mines,NA
South Vermont,NA
Southeastern Baptist College,NA
Southern Arkansas,NA
Southern Nazarene,NA
Southern Oregon,https://a.espncdn.com/i/teamlogos/ncaa/500/2584.png
Southern Polytechnic,NA
Southern Virginia,NA
Southern Wesleyan,NA
Southern-New Orleans,NA
Southwest Assemblies of God,NA
Southwest Baptist,NA
Southwest Minnesota State,NA
Southwestern (AZ),NA
Southwestern (KS),NA
Southwestern Oklahoma State,NA
Spalding,NA
Spring Arbor,NA
Spring Hill,NA
Spurgeon College,NA
St Elizabeth,NA
St Gregory's,NA
St. Ambrose,https://a.espncdn.com/i/teamlogos/ncaa/500/2591.png
St. Andrews,https://a.espncdn.com/i/teamlogos/ncaa/500/2592.png
St. Catharine,NA
St. Catherine (Mn),NA
St. Edward's,NA
St. Francis (ILL),NA
St. John Fisher,NA
St. Joseph's (ME),NA
St. Joseph's (NY-Brooklyn),NA
St. Joseph's (NY-Long Island),NA
St. Josephs (IND),NA
St. Katherine,NA
St. Leo,https://a.espncdn.com/i/teamlogos/ncaa/500/2605.png
St. Louis Pharmacy,NA
St. Martin's,NA
St. Mary's (MD),https://a.espncdn.com/i/teamlogos/ncaa/500/117.png
St. Mary's (MN),NA
St. Mary's (TX),NA
St. Thomas (FL),NA
St. Thomas Aquinas,NA
St. Xavier,NA
Stanislaus State,NA
Staten Island,NA
Stillman,NA
Stockton,NA
Strse,NA
Suffolk University,NA
Sul Ross,https://a.espncdn.com/i/teamlogos/ncaa/500/2834.png
Summit,NA
SUNY Maritime,NA
SUNY New Paltz,NA
SUNY Potsdam,https://a.espncdn.com/i/teamlogos/ncaa/500/182.png
SUNY-Canton,NA
SUNY-Cobleskill,NA
SUNY-Cortland,NA
SUNY-Old Westbury,NA
SUNY-Purchase,NA
Susquehanna University,NA
SW Adventist,NA
SW Christian Univ,NA
Swarthmore,NA
Tabor,NA
Talladega,NA
Tampa,NA
Taylor University,NA
Tenn Temple,NA
Tennessee Southern,NA
Tennessee Wesleyan,NA
Texarkana,NA
Texas A&M Commerce,https://a.espncdn.com/i/teamlogos/ncaa/500/2837.png
Texas A&M-International,NA
Texas A&M-Kingsville,NA
Texas College,NA
Texas Dallas,https://a.espncdn.com/i/teamlogos/ncaa/500/2905.png
Texas Lutheran,NA
Texas Permian Basin,NA
Texas-Permian Basin,https://a.espncdn.com/i/teamlogos/ncaa/500/3081.png
Texas-Tyler,https://a.espncdn.com/i/teamlogos/ncaa/500/3086.png
Thiel College,NA
Thomas,NA
Thomas (GA),NA
Thomas More,NA
Tiffin,NA
Toccoa Falls,NA
Tougaloo,NA
Transylvania,https://a.espncdn.com/i/teamlogos/ncaa/500/2975.png
Trevecca Nazarene,NA
Trinity (FL),NA
Trinity (IL),https://a.espncdn.com/i/teamlogos/ncaa/500/2652.png
Trinity Baptist,NA
Trinity Intl,NA
Truett-McConnell,NA
Truman State,NA
Tusculum,NA
Tuskegee,https://a.espncdn.com/i/teamlogos/ncaa/500/2657.png
UC Santa Cruz,NA
UMass-Boston,NA
Union,https://a.espncdn.com/i/teamlogos/ncaa/500/2785.png
Union (TN),NA
Union Ky College,NA
University of Mary,https://a.espncdn.com/i/teamlogos/ncaa/500/559.png
University of Rochester,NA
University of Sciences,NA
University of the Ozarks,NA
Upper Iowa University,NA
Urbana,NA
Ursinus,NA
US Coast Guard,NA
US Merchant Marine Academy,NA
Utica,NA
VA Intermont,NA
VA Wesleyan,NA
Valley City State,NA
Valley Forge,NA
Vanguard,NA
Vassar,NA
Virginia Union,NA
Virginia-Wise,NA
Viterbo,NA
Voorhees,NA
VU of Lynchburg,NA
W. Virginia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/2706.png
Wabash College,NA
Waldorf College,NA
Walla Walla University,NA
Warner Pacific,NA
Warner Southern,NA
Warner University,NA
Warren Wilson,NA
Wartburg,NA
Wash & Lee,NA
Washington Adventist,NA
Washington College (MD),NA
Wayland Baptist University,NA
Wayne State (NE),NA
Webster,NA
Welch,NA
Wells College,NA
Wentworth,NA
Wesley,NA
West Coast Baptist,NA
West Florida,NA
West Virginia Wesleyan,NA
Westcliff,NA
Western Colorado,NA
Western New England,NA
Western Oregon,https://a.espncdn.com/i/teamlogos/ncaa/500/2848.png
Western State Colorado University,NA
Westminster (PA),NA
Westminster (UT),NA
Westminster College ,NA
Wheaton (MA),NA
Wheeling Jesuit,NA
Wheelock College,NA
Whitman,NA
Whittier,NA
Whitworth,NA
Widener,NA
Wilberforce,NA
Wiley,https://a.espncdn.com/i/teamlogos/ncaa/500/2728.png
Willamette,NA
William Carey,NA
William Jessup,NA
William Jewell,https://a.espncdn.com/i/teamlogos/ncaa/500/2911.png
William Peace,NA
William Woods,NA
Williams Baptist,NA
Wilmington,NA
Wilmington (DE),NA
Wilmington (OH),NA
Wilmington University,NA
Wilson College,NA
Wingate,NA
Winston Salem,https://a.espncdn.com/i/teamlogos/ncaa/500/2736.png
Wisconsin Lutheran,NA
Wisconsin Parkside,https://a.espncdn.com/i/teamlogos/ncaa/500/2742.png
Wisconsin-La Crosse,NA
Wisconsin-Stout,NA
Wisconsin-Superior,NA
Wittenberg,NA
Worcester State,https://a.espncdn.com/i/teamlogos/ncaa/500/402.png
Worcester Tech,NA
Xavier LA,NA
Yellowstone Christian College,NA
York,NA
York College Pa,NA
Young Harris College,NA
